https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,n処理終了,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,申請区分,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一番館,石川県,羽咋郡志賀町舘開る68,羽咋郡志賀町舘開る６８,,0767-37-2236,飲食店営業,株式会社　一番館,代表取締役　林　一夫   ,羽咋郡志賀町舘開る６８,羽咋郡志賀町舘開る６８,,0767-58-6410,2022.3.1,2022.3.1,新規,第64215125号,,219,一番館,0767,0767-37-2236,,,,石川県　羽咋郡志賀町舘開る６８,石川県羽咋郡志賀町館開る６８,,96852,17,17384,館開,,2022/03/01,2022/03/01,,,株式会社　一番館,代表取締役　林　一夫   ,0767-58-6410,羽咋郡志賀町舘開る６８,石川県羽咋郡志賀町館開る６８,,96852,石川県,羽咋郡志賀町,館開,第64215125号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,一番館0767-37-22369685217384,0840f704-c097-4f63-8a9f-0bf117372a38,株式会社一番館96852,dd81a336-f792-401b-88eb-643d70fbaf9f,427a79a3-55e9-4825-b7e6-796bb9085531,2022/03/01,一番館,一番館,株式会社一番館
能登ゴルフ倶楽部,石川県,羽咋郡志賀町大津峰山5番,羽咋郡志賀町大津峰山５番,,0767-32-1212,飲食店営業,ダイワロイヤルゴルフ株式会社,代表取締役社長　柴山　良成,東京都千代田区丸の内１－８－１　丸の内トラストタワーN館 13階,東京都千代田区丸の内１－８－１,丸の内トラストタワーN館 １３階,03-5218-7800,2022.3.1,2022.3.1,新規,第64215126号,,219,能登ゴルフ倶楽部,0767,0767-32-1212,,,,石川県　羽咋郡志賀町大津峰山５番,石川県羽咋郡志賀町大津峰山５番,,96814,17,17384,大津,,2022/03/01,2022/03/01,,,ダイワロイヤルゴルフ株式会社,代表取締役社長　柴山　良成,03-5218-7800,東京都千代田区丸の内１－８－１,東京都千代田区丸ノ内１－８－１,丸の内トラストタワーN館 １３階,72930,東京都,千代田区,丸の内１,第64215126号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,能登ゴルフ倶楽部0767-32-12129681417384,7f68ff7b-da55-441a-9bfe-36258e0497d0,ダイワロイヤルゴルフ株式会社72930,08b3b56e-b77c-4a43-9b45-46755f26357d,799bc0e5-6572-4c40-882d-2020ee1158b0,2022/03/01,能登ゴルフ倶楽部,能登ゴルフ倶楽部,ダイワロイヤルゴルフ株式会社
八幡すしべん宝達店,石川県,羽咋郡宝達志水町河原ミ62,羽咋郡宝達志水町河原ミ６２,,0767-28-2200,飲食店営業,株式会社八幡,代表取締役　久保　圭子,羽咋市兵庫町午１０番地,羽咋市兵庫町午１０番地,,0761-22-0808,2022.3.1,2022.3.1,新規,第64215127号,,219,八幡すしべん宝達店,0767,0767-28-2200,,,,石川県　羽咋郡宝達志水町河原ミ６２,石川県羽咋郡宝達志水町河原ミ６２,,96904,17,17386,河原,,2022/03/01,2022/03/01,,,株式会社八幡,代表取締役　久保　圭子,0761-22-0808,羽咋市兵庫町午１０番地,石川県羽咋市兵庫町午１０番地,,96102,石川県,羽咋市,兵庫町,第64215127号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,八幡すしべん宝達店0767-28-22009690417386,b8087d2c-7355-41d7-8fd6-8f8b72234cce,株式会社八幡96102,0ac3f9a8-0203-44e2-81f6-eebf97e5ae25,99a519a5-5206-4682-8a86-f2a48acaa71d,2022/03/01,八幡すしべん宝達店,八幡すしべん宝達店,株式会社八幡
厨oryzae,石川県,七尾市光陽台４１,七尾市光陽台４１,,0767-57-5442,菓子製造業,北谷三貴,,,,,,2022.2.2,2022.2.2,新規,第64210232号,,219,厨oryzae,0767,0767-57-5442,,,,石川県　七尾市光陽台４１,石川県七尾市光陽台４１,,95096,17,17202,光陽台,,2022/02/02,2022/02/02,,,,北谷三貴 ,,,,,,,,,第64210232号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,厨ｏｒｙｚａｅ0767-57-54429509617202,f02c5f70-96f6-4424-826f-9dfa122b9e0b,,personal,4f14a965-062f-4a73-a676-ad7dc9f20499,2022/02/02,厨ｏｒｙｚａｅ,厨ｏｒｙｚａｅ,
セブン-イレブン七尾大田店,石川県,七尾市大田町１０８部１０番,七尾市大田町１０８部１０番,,0767-52-2116,飲食店営業,株式会社七尾ネクサス,松平裕之,石川県七尾市大田町１０８部１４番地１,石川県七尾市大田町１０８部１４番地１,,0767-52-2116,2022.2.9,2022.2.9,新規,第64210233号,,219,セブン-イレブン七尾大田店,0767,0767-52-2116,,,,石川県　七尾市大田町１０８部１０番,石川県七尾市大田町１０８部１０番,,95000,17,17202,大田町,,2022/02/09,2022/02/09,,,株式会社七尾ネクサス,松平裕之,0767-52-2116,石川県七尾市大田町１０８部１４番地１,石川県七尾市大田町１０８部１４番地１,,95000,石川県,七尾市,大田町,第64210233号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,セブンイレブン七尾大田店0767-52-21169500017202,af0ca010-be24-4311-abc9-22858baa0989,株式会社七尾ネクサス95000,792d1ff4-0443-4526-af63-1b249cf989e6,b154d5c4-ed80-4b55-bec3-88446da4c3d3,2022/02/09,セブンイレブン七尾大田店,セブンイレブン七尾大田店,株式会社七尾ネクサス
CASUALBAR SUNRISE,石川県,七尾市和倉町ワ部１５－１６,七尾市和倉町ワ部１５－１６,,,飲食店営業,西田大矩,,,,,,2022.2.14,2022.2.14,新規,第64210234号,,219,CASUALBAR SUNRISE,0767,,,,,石川県　七尾市和倉町ワ部１５－１６,石川県七尾市和倉町ワ部１５－１６,,95091,17,17202,和倉町,,2022/02/14,2022/02/14,,,,西田大矩 ,,,,,,,,,第64210234号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ＣＡＳＵＡＬＢＡＲＳＵＮＲＩＳＥ9509117202,235d79ba-28b3-4cfe-97bc-c5e596c7ffc4,,personal,e87b304a-ead1-450a-bf4a-f3e9c9619d20,2022/02/14,ＣＡＳＵＡＬＢＡＲ　ＳＵＮＲＩＳＥ,ＣＡＳＵＡＬＢＡＲＳＵＮＲＩＳＥ,
どんたく　アスティ店,石川県,七尾市藤橋町申部4番地,七尾市藤橋町申部４番地,,0767-52-0666,飲食店営業,株式会社どんたく,山口宗大,石川県七尾市作事町８０番地,石川県七尾市作事町８０番地,,0767-53-2727,2022.2.17,2022.2.17,新規,第64210235号,,219,どんたく　アスティ店,0767,0767-52-0666,,,,石川県　七尾市藤橋町申部４番地,石川県七尾市藤橋町申部４番地,,95066,17,17202,藤橋町,,2022/02/17,2022/02/17,,,株式会社どんたく,山口宗大,0767-53-2727,石川県七尾市作事町８０番地,石川県七尾市作事町８０番地,,95024,石川県,七尾市,作事町,第64210235号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,どんたくアスティ店0767-52-06669506617202,9b6cbbf6-6eac-49cd-83c9-18e0048462e2,株式会社どんたく95024,3ff64449-8a8b-4dc5-ac95-85952cd0670c,60a7c315-53d3-4839-9b70-ddc04e98e819,2022/02/17,どんたく　アスティ店,どんたくアスティ店,株式会社どんたく
ジャパンフード食堂,石川県,七尾市黒崎町ヲ100-1,七尾市黒崎町ヲ１００－１,,,飲食店営業,ジャパンフード株式会社,富田和昭,青森県上北郡おいらせ町上久保６３－１４,青森県上北郡おいらせ町上久保６３－１４,,0176-27-6602,2022.2.22,2022.2.22,新規,第64210236号,,219,ジャパンフード食堂,0767,,,,,石川県　七尾市黒崎町ヲ１００－１,石川県七尾市黒崎町ヲ１００－１,,95014,17,17202,黒崎町,,2022/02/22,2022/02/22,,,ジャパンフード株式会社,富田和昭,0176-27-6602,青森県上北郡おいらせ町上久保６３－１４,青森県上北郡おいらせ町上久保６３－１４,,28805,青森県,上北郡おいらせ町,上久保,第64210236号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ジャパンフド食堂9501417202,6f125a8d-c950-4af9-950d-7fd4d63fc18c,ジャパンフード株式会社28805,0db0c614-e828-4063-8ff6-41aef4fa6c6b,2d61de98-c233-4b99-baa1-55ba549ecb13,2022/02/22,ジャパンフード食堂,ジャパンフド食堂,ジャパンフード株式会社
梅の実グループ,石川県,七尾市吉田町ヲ部９４,七尾市吉田町ヲ部９４,,0767-68-2734,みそ又はしょうゆ製造業,川越菊野,,,,,,2022.3.1,2022.3.1,新規,第64210237号,,219,梅の実グループ,0767,0767-68-2734,,,,石川県　七尾市吉田町ヲ部９４,石川県七尾市吉田町ヲ部９４,,95183,17,17202,吉田町,,2022/03/01,2022/03/01,,,,川越菊野 ,,,,,,,,,第64210237号,新規,みそ製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,梅の実グルプ0767-68-27349518317202,9c802b36-512c-4c79-a622-1a850d6cd1b3,,personal,780fd7dc-0c78-4f88-a20f-f3cf7fa6387e,2022/03/01,梅の実グループ,梅の実グルプ,
梅の実グループ,石川県,七尾市吉田町ヲ部９４,七尾市吉田町ヲ部９４,,0767-68-2734,漬物製造業,川越菊野,,,,,,2022.3.1,2022.3.1,新規,第64210238号,,219,梅の実グループ,0767,0767-68-2734,,,,石川県　七尾市吉田町ヲ部９４,石川県七尾市吉田町ヲ部９４,,95183,17,17202,吉田町,,2022/03/01,2022/03/01,,,,川越菊野 ,,,,,,,,,第64210238号,新規,漬物製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,梅の実グルプ0767-68-27349518317202,9c802b36-512c-4c79-a622-1a850d6cd1b3,,personal,823bf748-25a6-4764-b9c8-306f7bdd76c1,2022/03/01,梅の実グループ,梅の実グルプ,
ステーキ赤蔵,石川県,七尾市高田町ヘ部７７,七尾市高田町ヘ部７７,,0767-68-2744,飲食店営業,金曽久美子,,,,,,2022.3.1,2022.3.1,新規,第64210239号,,219,ステーキ赤蔵,0767,0767-68-2744,,,,石川県　七尾市高田町ヘ部７７,石川県七尾市高田町ヘ部７７,,95113,17,17202,高田町,,2022/03/01,2022/03/01,,,,金曽久美子 ,,,,,,,,,第64210239号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ステキ赤蔵0767-68-27449511317202,0a58046c-a598-4f9a-b1d0-2a46a619d560,,personal,853bfb73-2bfb-4e39-8403-c532e741fa08,2022/03/01,ステーキ赤蔵,ステキ赤蔵,
食楽　アドバンス,石川県,七尾市神明町イ部１０－２,七尾市神明町イ部１０－２,,0767-54-8255,飲食店営業,前田大輔,,,,,,2022.3.1,2022.3.1,新規,第64210240号,,219,食楽　アドバンス,0767,0767-54-8255,,,,石川県　七尾市神明町イ部１０－２,石川県七尾市神明町イ部１０－２,,95037,17,17202,神明町,,2022/03/01,2022/03/01,,,,前田大輔 ,,,,,,,,,第64210240号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,食楽アドバンス0767-54-82559503717202,2dbd3ac7-d7cb-4913-9bc7-27e9aa2a685b,,personal,ce5882f3-9d8d-4232-9ff5-1e24176b86aa,2022/03/01,食楽　アドバンス,食楽アドバンス,
有限会社　みやけ食品　第２工場,石川県,七尾市千野町ヘ部６２番地,七尾市千野町ヘ部６２番地,,0767-57-2838,豆腐製造業,有限会社　みやけ食品,三宅徳昌,石川県七尾市千野町ヘ部１８番地,石川県七尾市千野町ヘ部１８番地,,0767-57-2838,2022.3.1,2022.3.1,新規,第64210241号,,219,有限会社　みやけ食品　第２工場,0767,0767-57-2838,,,,石川県　七尾市千野町ヘ部６２番地,石川県七尾市千野町ヘ部６２番地,,95047,17,17202,千野町,,2022/03/01,2022/03/01,,,有限会社　みやけ食品,三宅徳昌,0767-57-2838,石川県七尾市千野町ヘ部１８番地,石川県七尾市千野町ヘ部１８番地,,95047,石川県,七尾市,千野町,第64210241号,新規,豆腐製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,9,,,有限会社みやけ食品第２工場0767-57-28389504717202,459d5e6c-66aa-4d5e-96c2-03d02620d231,有限会社みやけ食品95047,53a7e9e6-e09e-4a17-b23b-b7377f12593e,cd9b7b96-8554-4dd8-82db-ec15bdd5efdc,2022/03/01,有限会社みやけ食品　第２工場,有限会社みやけ食品第２工場,有限会社みやけ食品
スナック　みそぎ庵,石川県,七尾市川原町６７番地,七尾市川原町６７番地,,,飲食店営業,上村雅史,,,,,,2022.3.1,2022.3.1,新規,第64210242号,,219,スナック　みそぎ庵,0767,,,,,石川県　七尾市川原町６７番地,石川県七尾市川原町６７番地,,95010,17,17202,川原町,,2022/03/01,2022/03/01,,,,上村雅史 ,,,,,,,,,第64210242号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,スナックみそぎ庵9501017202,2ad7e00a-ca5e-40f9-8176-798aca4f6d76,,personal,450b04ba-3174-40f1-b4a2-ad77529b69ea,2022/03/01,スナック　みそぎ庵,スナックみそぎ庵,
スナック　さつき,石川県,七尾市大手町９６番地,七尾市大手町９６番地,,0767-53-0087,飲食店営業,松田夏実,,,,,,2022.3.1,2022.3.1,新規,第64210243号,,219,スナック　さつき,0767,0767-53-0087,,,,石川県　七尾市大手町９６番地,石川県七尾市大手町９６番地,,95001,17,17202,大手町,,2022/03/01,2022/03/01,,,,松田夏実 ,,,,,,,,,第64210243号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,スナックさつき0767-53-00879500117202,f3715b4a-0964-4064-bb29-779b569f57f8,,personal,bdb2acc0-ca85-413a-bd85-f98ebaccb2c0,2022/03/01,スナック　さつき,スナックさつき,
太公望,石川県,七尾市能登島閨町ロ部４２－３,七尾市能登島閨町ロ部４２－３,,0767-85-2919,飲食店営業,株式会社　千場建設,千場勇輝,石川県七尾市常盤町１３番１２,石川県七尾市常盤町１３番１２,,0767-52-7223,2022.3.1,2022.3.1,新規,第64210244号,,219,太公望,0767,0767-85-2919,,,,石川県　七尾市能登島閨町ロ部４２－３,石川県七尾市能登島閨町ロ部４２－３,,95166,17,17202,能登島閨町,,2022/03/01,2022/03/01,,,株式会社　千場建設,千場勇輝,0767-52-7223,石川県七尾市常盤町１３番１２,石川県七尾市常盤町１３番１２,,95093,石川県,七尾市,常盤町,第64210244号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,太公望0767-85-29199516617202,e8eeec5c-de89-404a-aa78-3d45e11b62a6,株式会社千場建設95093,5962e2ac-2eb3-4c4d-a0f2-b354fef683e2,6f5246e4-cd91-48e4-8c5e-2f3d69b48576,2022/03/01,太公望,太公望,株式会社千場建設
栄州苑,石川県,七尾市万行町５部４１－１,七尾市万行町５部４１－１,,,飲食店営業,金竜澤,,,,,,2022.3.1,2022.3.1,新規,第64210245号,,219,栄州苑,0767,,,,,石川県　七尾市万行町５部４１－１,石川県七尾市万行町５部４１－１,,95076,17,17202,万行町,,2022/03/01,2022/03/01,,,,金竜澤 ,,,,,,,,,第64210245号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,栄州苑9507617202,8662a10d-b2c2-4752-8c26-4a460202c81e,,personal,de95e6ad-e8ff-45cc-a5c5-51a11786ed2f,2022/03/01,栄州苑,栄州苑,
ローソン七尾光陽台店,石川県,七尾市光陽台２４,七尾市光陽台２４,,0767-62-1106,飲食店営業,古木信一,,,,,,2022.3.1,2022.3.1,新規,第64210246号,,219,ローソン七尾光陽台店,0767,0767-62-1106,,,,石川県　七尾市光陽台２４,石川県七尾市光陽台２４,,95096,17,17202,光陽台,,2022/03/01,2022/03/01,,,,古木信一 ,,,,,,,,,第64210246号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ロソン七尾光陽台店0767-62-11069509617202,ccc58827-2535-468b-bbc0-cf138776e1d7,,personal,1a4b00b5-e635-4f1f-ada8-eac49ca120be,2022/03/01,ローソン七尾光陽台店,ロソン七尾光陽台店,
太郎右衛門,石川県,鹿島郡中能登町二宮ロ部１０９－１,鹿島郡中能登町二宮ロ部１０９－１,,0767-76-1204,酒類製造業,田中良夫,,,,,,2022.3.1,2022.3.1,新規,第64210247号,,219,太郎右衛門,0767,0767-76-1204,,,,石川県　鹿島郡中能登町二宮ロ部１０９－１,石川県鹿島郡中能登町二宮ロ部１０９－１,,96998,17,17407,二宮,,2022/03/01,2022/03/01,,,,田中良夫 ,,,,,,,,,第64210247号,新規,酒類製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,E,10,,,太郎右衛門0767-76-12049699817407,37f33ba6-1004-4fb4-8b30-8119f387235d,,personal,3b80cd08-0baa-4706-9aad-412ba5be126e,2022/03/01,太郎右衛門,太郎右衛門,
スターピザ,石川県,輪島市河井町１－９１,輪島市河井町１－９１,,,飲食店営業,尾形　風花,,,,,,2022.2.3,2022.2.3,新規,第65210218号,,220,スターピザ,0768,,,,,石川県　輪島市河井町１－９１,石川県輪島市河井町１－９１,,95504,17,17204,河井町,,2022/02/03,2022/02/03,,,,尾形　風花 ,,,,,,,,,第65210218号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,スタピザ9550417204,a74d212f-b3f5-4fdf-b679-13d1c3558db4,,personal,66294859-aa7c-4931-91d1-5c50795aa05e,2022/02/03,スターピザ,スタピザ,
輪風庵,石川県,輪島市河井町４部９８番地,輪島市河井町４部９８番地,,0768-22-0131,飲食店営業,株式会社柚餅子総本家中浦屋,代表取締役　中浦　政克,輪島市河井町４部９７番地,輪島市河井町４部９７番地,,0768-22-0131,2022.2.8,2022.2.8,新規,第65210219号,,220,輪風庵,0768,0768-22-0131,,,,石川県　輪島市河井町４部９８番地,石川県輪島市河井町４部９８番地,,95504,17,17204,河井町,,2022/02/08,2022/02/08,,,株式会社柚餅子総本家中浦屋,代表取締役　中浦　政克,0768-22-0131,輪島市河井町４部９７番地,石川県輪島市河井町４部９７番地,,95504,石川県,輪島市,河井町,第65210219号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,輪風庵0768-22-01319550417204,042caaf4-985d-4012-add5-3d4dd30e628b,株式会社柚餅子総本家中浦屋95504,7d15c4f2-2a3d-4be5-8a22-75ff99f16b29,2163cc40-aabc-46b5-a2fb-393d7562e28b,2022/02/08,輪風庵,輪風庵,株式会社柚餅子総本家中浦屋
杣径,石川県,輪島市門前町内保コ３０,輪島市門前町内保コ３０,,,飲食店営業,有限会社ぬりもの,赤木　明登,輪島市三井町内屋ハゼノキ７５,輪島市三井町内屋ハゼノキ７５,,0768-26-1922,2022.2.9,2022.2.9,新規,第65210220号,,220,杣径,0768,,,,,石川県　輪島市門前町内保コ３０,石川県輪島市門前町内保コ３０,,95616,17,17204,門前町内保,,2022/02/09,2022/02/09,,,有限会社ぬりもの,赤木　明登,0768-26-1922,輪島市三井町内屋ハゼノキ７５,石川県輪島市三井町内屋ハゼノキ７５,,95571,石川県,輪島市,三井町内屋,第65210220号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,杣径9561617204,9767685d-4a28-49b9-897c-31c0fb42f011,有限会社ぬりもの95571,325f0642-caee-49be-837d-3e775c99d163,f435ea2f-0560-49a5-9ef3-d7985c20ce25,2022/02/09,杣径,杣径,有限会社ぬりもの
ファミリーマート能都宇出津店,石川県,鳳珠郡能登町宇出津タ１２－１,鳳珠郡能登町宇出津タ１２－１,,0768-62-8099,飲食店営業,有限会社川谷,代表取締役　川谷　葉子,能登町宇出津新1字１３５番地,能登町宇出津新１字１３５番地,,0768-62-0069,2022.3.1,2022.3.1,新規,第65210221号,,220,ファミリーマート能都宇出津店,0768,0768-62-8099,,,,石川県　鳳珠郡能登町宇出津タ１２－１,石川県鳳珠郡能登町宇出津タ１２－１,,701389,17,17463,宇出津,,2022/03/01,2022/03/01,,,有限会社川谷,代表取締役　川谷　葉子,0768-62-0069,能登町宇出津新１字１３５番地,石川県鳳珠郡能登町宇出津新１字１３５番地,,701389,石川県,鳳珠郡能登町,宇出津,第65210221号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ファミリマト能都宇出津店0768-62-809970138917463,f920f3aa-5aca-4e86-9022-e8e7b97aedc9,有限会社川谷701389,de445ebb-30c9-4f8b-b898-e2b26f58c857,20276e4d-07fb-4aad-bf2c-da09ba3a7c0b,2022/03/01,ファミリーマート能都宇出津店,ファミリマト能都宇出津店,有限会社川谷
ファミリーマート能登柳田店,石川県,鳳珠郡能登町天坂ろー１９,鳳珠郡能登町天坂ろー１９,,0768-76-2054,飲食店営業,有限会社川谷,代表取締役　川谷　葉子,能登町宇出津新1字１３５番地,能登町宇出津新１字１３５番地,,0768-62-0069,2022.3.1,2022.3.1,新規,第65210222号,,220,ファミリーマート能登柳田店,0768,0768-76-2054,,,,石川県　鳳珠郡能登町天坂ろー１９,石川県鳳珠郡能登町天坂ろ－１９,,701594,17,17463,天坂ろ,,2022/03/01,2022/03/01,,,有限会社川谷,代表取締役　川谷　葉子,0768-62-0069,能登町宇出津新１字１３５番地,石川県鳳珠郡能登町宇出津新１字１３５番地,,701389,石川県,鳳珠郡能登町,宇出津,第65210222号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ファミリマト能登柳田店0768-76-205470159417463,f2f7da23-93fe-40f2-92b7-556b9cf2bc13,有限会社川谷701389,de445ebb-30c9-4f8b-b898-e2b26f58c857,c7f07ed9-d4e3-448c-a405-4e8325c4b3f3,2022/03/01,ファミリーマート能登柳田店,ファミリマト能登柳田店,有限会社川谷
一番舟,石川県,鳳珠郡能登町小木１８－６４,鳳珠郡能登町小木１８－６４,,0768-74-0022,飲食店営業,崎山　正則,,,,,,2022.3.1,2022.3.1,新規,第65210223号,,220,一番舟,0768,0768-74-0022,,,,石川県　鳳珠郡能登町小木１８－６４,石川県鳳珠郡能登町小木１８－６４,,701293,17,17463,小木,,2022/03/01,2022/03/01,,,,崎山　正則 ,,,,,,,,,第65210223号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,一番舟0768-74-002270129317463,d5041ecd-1389-4f09-afde-f176234e4cbb,,personal,ca72a624-61b9-4f15-8e59-0a78bec07e73,2022/03/01,一番舟,一番舟,
道の駅すずなり,石川県,珠洲市野々江町シの部１５番地,珠洲市野々江町シの部１５番地,,0768-82-4688,食品の小分け業,特定非営利活動法人能登すずなり,理事長　重政　靖之,珠洲市野々江町シの部１５番地,珠洲市野々江町シの部１５番地,,0768-82-4688,2022.2.25,2022.2.25,新規,第65215042号,,220,道の駅すずなり,0768,0768-82-4688,,,,石川県　珠洲市野々江町シの部１５番地,石川県珠洲市野々江町シノ部１５番地,,95739,17,17205,野々江町,,2022/02/25,2022/02/25,,,特定非営利活動法人能登すずなり,理事長　重政　靖之,0768-82-4688,珠洲市野々江町シの部１５番地,石川県珠洲市野々江町シノ部１５番地,,95739,石川県,珠洲市,野々江町,第65215042号,新規,食品の小分け業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,I,58,522,5229,道の駅すずなり0768-82-46889573917205,da7b35c7-219f-4f36-b31b-fc1b0b9300c0,特定非営利活動法人能登すずなり95739,f99e41a3-c9de-4266-97bb-81409378c942,3ce031fc-7f78-43e1-9783-4d0dc150677f,2022/02/25,道の駅すずなり,道の駅すずなり,特定非営利活動法人能登すずなり
お食事処　いなか家,石川県,珠洲市上戸町寺社ろ６４－１,珠洲市上戸町寺社ろ６４－１,,0768-82-7060,飲食店営業,村田　美紀,,,,,,2022.3.1,2022.3.1,新規,第65215043号,,220,お食事処　いなか家,0768,0768-82-7060,,,,石川県　珠洲市上戸町寺社ろ６４－１,石川県珠洲市上戸町寺社ろ６４－１,,95719,17,17205,上戸町寺社,,2022/03/01,2022/03/01,,,,村田　美紀 ,,,,,,,,,第65215043号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,お食事処いなか家0768-82-70609571917205,d59fa010-120c-40b3-8136-9384baa6e9c5,,personal,8f60a19d-277c-4245-969b-34b18c5dd9c6,2022/03/01,お食事処　いなか家,お食事処いなか家,
ファミリーマート珠洲中央店,石川県,珠洲市上戸町北方い部５２番地の１,珠洲市上戸町北方い部５２番地の１,,0768-82-8440,飲食店営業,有限会社リカーショップしも,代表取締役　下　初雄,珠洲市野々江町ホの１の２,珠洲市野々江町ホー１ー２,,0768-82-6202,2022.3.1,2022.3.1,新規,第65215043号,,220,ファミリーマート珠洲中央店,0768,0768-82-8440,,,,石川県　珠洲市上戸町北方い部５２番地の１,石川県珠洲市上戸町北方い部５２番地ノ１,,95718,17,17205,上戸町北方,,2022/03/01,2022/03/01,,,有限会社リカーショップしも,代表取締役　下　初雄,0768-82-6202,珠洲市野々江町ホー１ー２,石川県珠洲市野々江町ホ－１－２,,95739,石川県,珠洲市,野々江町,第65215043号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2022年02月_2022年03月01日現在_新規,M,76,,,ファミリマト珠洲中央店0768-82-84409571817205,40b78eb5-a5b5-4f52-9575-cc2a09abae58,有限会社リカーショップしも95739,1bb40523-20ab-45db-8579-f04da23afab0,f38c9148-39da-4005-bbb0-0c319a806ce9,2022/03/01,ファミリーマート珠洲中央店,ファミリマト珠洲中央店,有限会社リカーショップしも
